Id;Name
1441;Сабашников М.В.
85;Соколов Б.В.
565;Тарас А.Е.
912;Сытин В.А.
826;Даррелл Г.
1052;Лохвицкий М.Ю.
1816;Куланов А.
123;Романовский П.А.
690;Ушаков В.П.
492;Соловов В.П.
897;Зонин С.А.
168;Новгородов Н.С.
3;Маркин А.В.
1538;Асеев Ю.С.
485;Формозов А.И.
373;Николаева Т.В.
1585;Чудновский И.Я.
1762;Жуков Д.А.
1639;Жилин П.А.
1105;Познанский В.С.
193;Кирчик Я.Т.
1096;Востоков Е.И.
261;Носов Н.
557;Станек В.Я.
1792;Веллер М.
1749;Гребенников Е.А.
720;Верн Ж.
1312;Панеях В.М.
134;Шишова З.К.
518;Черевко Ю.А.
1275;Склярский Л.Я.
546;Герэн А.
1098;Чуковский Н.
1145;Corina Nicolesen
1754;Богданов А.П.
254;Степанов А.
1957;Реми Г.
1245;Массэ А.
1988;Луис Димарко
858;Котлоу Л.
1612;Курчавов И.Ф.
64;Мединский В.Р.
1572;Хромушин Г.Б.
630;Иойриш Н.П.
711;Хайям Омар.
2009;Грашина М.Н.
957;Хват Л.
65;Карпов А.А.
523;Путилов А.А.
1783;Струков Д.Б.
552;Дормидонтов Р.В.
2039;Семенов В.
421;Jacqueline I Явяшыдфц Wdowinscy
1991;Хьюз-Уилсон Дж.
1760;Зимин И.В.
2029;Гусейнов Р.
586;Вахрина В.И.
276;Банкевич Л.В.
603;Никитин В.Ф.
504;Забоенко А.С.
1743;Старков Б.А.
979;Шумовский Т.А.
69;Коллектив авторов
733;Миронов В.А.
840;Никульков А.В.
1566;Чернецов С.Б.
884;Осинин В.С.
1884;Янчевецкий Д.Г.
1527;Вайнер А.Я.
1874;Левыкин К.Г.
70;Большаков А.В.
1567;Гете И.В.
694;Шрам В.Е.
756;Фихтенгольц Г.М.
762;Кустов М.В.
1121;Вишневский В.В.
1715;Савич И.
1398;Парнов Е.И.
1206;Новожилов Ю.К.
2028;Баландинский Б.Б.
1994;О*Брайен Г.
1491;Бельсон Я.М.
1147;Рабинович М.Г.
583;Верещагин В.В.
543;Вернер Герберт.А.
821;Конрад Д.
1659;Абраменко И.А.
473;Фролов А.И.
1014;Антонова Л.В.
1618;Пушкарев Л.Н.
969;Даниельссон Б.
28;Дамаскин И.А.
527;Кощеев А.А.
2;Гусарчук Д.М.
602;Кривоносов В.Т.
432;Сысоев В.П.
670;Мишин А.
1293;Громыко М.М.
161;Кожинов В.В.
1031;Ильин В.А.
1821;Рейтлингер Дж.
339;Толочко П.П.
1934;Телицын В.Л.
1433;Малаков Д.В.
798;Моуэт Ф.
348;Личутин В.В.
239;Ласкер Эм.
1707;Агава Х.
183;Водолеев Г.С.
1463;Фрейденберг М.М.
1333;Глизманенко Д.Л.
1272;Кудасов Э.
1291;Журнал
1298;Нестеров Ф.Ф.
596;Viktor N. Lazarev
777;О*Брайан П.
715;Блок А.
1903;Степанов С.А.
555;Герцег А.Б.
144;Дорин М.Э.
477;Lange Harald
911;Гайдар А.
2025;Сегень А.Ю.
582;Дементьев В.В.
673;Кервуд Дж.
587;Брюсова В.Г.
360;Годеновский Н.Б.
517;Нуждин А.С.
1361;Баниге В.С.
493;Ковалевская В.Б.
1355;Александров В.А.
866;Алескеров Ю.Н.
463;Доманский Я.В.
1561;Катасонов Ю.В.
2041;Савин В.О.
789;Москаленко К.С.
9;Измозик В.С.
799;Виргинский В.С.
1068;Вересаев В.
921;Салтыков-Щедрин М.Е.
2074;Орбини М.
396;Семаго Л.Л.
952;Шеффер В.
1955;Ходаков Ю.В.
1868;Мидлер П.
1116;Руге Ф.
1448;Осетров Е.И.
1187;Фисюнов А.В.
1462;Наумкин В.В.
1888;Бердинских В.А.
1224;Трапезников Г.Е.
818;Болгурцев Б.Н.
1944;Доу Дж.Ф.
349;Янин В.Л.
430;Зворыкин Н.А.
1529;Муриан И.Ф.
914;Яковлев Н.Н.
93;Тулупов В.Г.
1905;Большаков В.В.
1986;Блум У.
467;Каверзнев В.Н.
785;Акшинский В.С.
1325;Боздех И.
152;Непомнящий Н.Н.
1696;Судоплатов П.А.
1450;Павленко Н.И.
1911;Васильева Л.Н.
842;Бурлацкий Ф.
1134;Федоров-Давыдов Г.А.
1040;Корольков Ю.М.
1107;Куркоткин С.К.
33;Соловьев Б.И.
1569;Рэли Уолтер.
189;Королев В.Н.
550;Жаринов К.В.
275;Дружков Ю.
797;Проспери Ф.
1248;Andrews H.
788;Сомов Г.А.
1311;Ким Бакши.
1;Крашенников С.П.
861;Полькен К.
635;Ворбьев И.Е.
903;Лесков С.Л.
1469;Емельянов Б.В.
902;Семанов С.Н.
450;Гладков Н.А.
1324;Шарло Г.
716;Гаррисон Г.
1289;Светислав Мандит
1867;Виленов В.
73;Клара Гараш
945;Карсак Ф.
1200;Данилов С.П.
830;Дерюгин К.К.
230;Молитвин П.
1421;Лихачева В.Д.
604;Маннергейм К.Г.
19;Смирнов А.Ю.
1252;Шолохов М.
1443;Янулайтис К-А.
770;Панюшкин В.
709;Сапковский А.
705;Ефремов И.
746;Ларссон С.
409;Долин Б.Г.
289;Павлов Д.Б.
2053;Михалева А.И.
1544;Потанина Р.П.
1587;Рыбак Н.С.
1045;Пегов Н.М.
608;Мухин И.А.
68;Остапенко П.В.
229;Семенова М.
1790;Жирмунская Н.М.
311;Рыбаков Б.А.
1093;Василевский А.М.
1382;Цвигун С.К.
665;Щетников А.И.
1176;Третьяков Ю.К.
2077;Арсеньев В.К.
1350;Абрамович С.Л.
1596;Николай Кузанский
1591;Крят В.М.
815;Соколов-Микитов И.
2060;Николаи В.
786;Коробейников М.П.
636;Арлетти А.
588;Толстая Т.В.
967;Ильин М.
1489;Рейнгардт К.
300;Маслов А.А.
835;Мейсак Н.
199;Мельник К.К.
767;Кирьянов О.В.
1820;Казаченко Б.Н.
434;Амос Уильям.Х.
2002;Тимченко Г.
1854;Тофилд Саймон.
1172;Сидорова Н.А.
108;Ладыгин М.Б., и др.
1036;Асташенков П.Т.
369;Воробьев М.В.
1237;Рыбакова Б.А.
377;Ларин Б.А.
429;Тимофеева Е.К.
394;Митникова Н.В.
1515;Соболев Л.С.
1216;Яблоков А.В.
998;Зигель Ф.Ю.
805;Крамп Б.
1878;Бурдин Е.А.
469;Бочаров Г.Н.
860;Олдридж Д.
816;Ростарчук М.
1142;Халпахчьян О.Х.
1288;Власова И.В.
213;Косолапов Р.И.
1756;Янковский В.
1316;Темникова Т.И.
928;Фет А.А.
1236;Журнал
1886;Касаткин Л.Л.
932;Кочетов А.В.
985;Диковский С.В.
1900;Калеро П.Г.
370;Луконин В.Г.
1205;Рапов М.А.
340;Вздорнов Г.И.
827;Ушаков Г.А.
1067;Гашек Я.
739;Умнякова Н.П.
922;Кон И.С.
1111;Полынин Ф.П.
484;Лилейко Ежи.
220;Прутков Козьма.
1936;Клесов А.А.
536;Монтонен М.
1866;Херст Д.
1861;Казарезов В.В.
729;Басе Мацуо
1228;Айвазов Б.В.
735;Горбылев А.М.
891;Лункевич В.В.
1506;Коптелов А.
1651;Рыбак Н.
1290;Голикова Н.Б.
1009;Островский Н.А.
497;Еськов Е.К.
146;Маркуша А.М.
1196;Фридрих И.
833;Малаховский К.В.
1069;Горин-Горяйнов Б.
905;Гроссман В.С.
206;Горбов А.М.
886;Белкин С.И.
39;Глухарева О.Н.
1545;Грачева Г.Н.
802;Купер П.Ф.
42;Воронцов С.А.
936;Шапошников В.И.
564;Ткаченко С.Н.
455;Хэрн Л.
34;Барановский В.А.
930;Файнберг Л.
1832;Сандлер Г.Ф.
1286;Василевский Б.А.
1666;Горз Дж.Н.
1595;Горбунов В.А.
1071;Кабанов С.И.
1727;Миллер Д.
1353;Головкова Н.М.
832;Зенкович В.П.
896;Стволинский Ю.М.
1729;Тарас А.Е.
629;Есенин С.А.
1011;Мордовцев Д.Л.
197;Паршев А.П.
1885;Ястребинская Г.А.
22;Тамберг Т.Г.
841;Гарин-Михайловский Н.Г.
89;Абрашкин А.А.
1672;У Хань.
1015;Кымпан Ф.
1914;Бахревский В.А.
796;Крепс Е.М.
628;Безыменский Л.А.
353;Егоров В.Л.
2073;Петрова Н.К.
742;Мордкович А.Г.
1873;Энгельгардт А.Н.
1494;Хохлюк Г.С.
2038;Халхатов Р.А.
1568;Манин В.С.
951;Дюма А.
774;Метерлинк М.
26;Курдюмов Н.И.
1466;Бушев П.П.
40;Тихонов Ю.Н.
1314;Кристиан Ф. Феест
855;Днепровский А.А.
389;Пукинский Ю.Б.
892;Шкаликов В.
1207;Сладков Н.
790;Конев И.С.
961;Лухманов Д.А.
626;Толстой А.Н.
1845;Миронов И.Б.
1777;Цветков С.
717;Претор-Пинней Г.
768;Михеенков С.Е.
1091;Рудный В.А.
1089;Долматовский Е.а.
2018;Бегунова А.И.
1063;Скотт Дж.
1308;Миненко Н.А.
1212;Евсюков В.В.
165;Беккерт М.
1304;Ганзак Я.
286;Таймасова Л.Ю.
851;Гинко С.С.
313;Че Гевара Э.
889;Тимофеев А.В.
571;Скворцов Л.И.
2004;Коломиец М.В.
848;Дильман В.М.
1757;Анташкевич Е.М.
1725;Армстронг Дж.
1750;Верхотуров Д.Н.
934;Урванцев Н.Н.
498;Лупанов М.В.
1920;Брэгг М.
1165;Karel Hajek
1728;Сироткин В.Г.
554;Иванов Н.Н.
1960;Головнев В.И.
1007;Астафьев Ю.Ф.
385;Девятов А.П.
436;Потапов Р.Л.
2033;Рогозин Д.
58;Петухов Ю.Д.
1135;Ивкина Л.И.
1468;Цицерон
445;Громов Б.В.
878;Голубов С.
1154;Седяков В.М.
887;Гордиенко А.Н.
1824;Граф Г.К.
142;Ортис Х.Р.
651;Сергуненков Б.
1184;Ласло Мравик.
1829;Ильяев М.
1076;Федоров А.Г.
12;Соболева Т.А.
839;Чутко И.Э.
1005;Мельников П.И., Андрей Печерский
2054;Баранов В.Р.
44;Казачков Г.
374;Мещеряков А.Н.
1485;Радзиевский А.И.
551;Тараторин В.В.
4;Демин В.М.
410;Микулин В.П.
988;Григорович Н.
974;Грин А.
904;Коваленко А.П.
1827;Болтунов М.Е.
1371;Тарг С.М.
1555;Карл Маркс, Фридрих Энгельс
326;Беляева М.А.
1975;Поликарпов М.
479;Афанасьева О.Н.
1048;Адамсон Дж.
704;Якуч Л.
124;Дуэйн Д.
1127;Благосклонов К.Н.
1171;Фигуровский Н.А.
976;Морозов С.
1020;Ермолаев В.
1694;Клочков И.С.
1575;Мишин А.А.
1621;Ди Браун
1782;Грей Дж.Г.
1455;Курбатов Г.Л.
241;Перельман Я.И.
1459;Дружинина А.А.
829;Капелюшный Л.В.
51;Веремеев Ю.Г.
1431;Азимджанова С.А.
867;Бисвас А.К.
1812;Сыщиков А.Д.
1461;Смиренский Б.В.
314;Грошев А.П.
1075;Скрипко Н.С.
954;Хруцкий Э.А.
761;Никитин А.
987;Кюне М.
556;Новак Ф.А.
1164;Stefan Tkac
1802;Витте С.Ю.
1807;Титарев В.М.
205;Север А.
82;Риб Р.Д.
1400;Демидович Б.П.
368;Барская Н.А.
1191;Хеджкоу Дж.
1180;Подобедова О.И.
1244;Реймерс Н.Ф.
129;Толкиен Дж.Р.
151;Хэрриот Дж.
35;Назаринова Л.В.
1026;Романов А.П.
387;Железнев В.П.
1632;Григулевич И.Р.
1892;Роднина И.
874;Ревунов В.С.
221;Балашов Д.М.
307;Веревкин С.И.
317;Берлин А.Я.
579;Пугаченкова Г.А.
295;Максимов С.Г.
18;Дэвид Кан
298;Куклин В.
1628;Шефер Э.
1192;Алпатов М.В.
618;Зуев В.Ф.
822;Михайлова Л.А.
1683;Гликин М.С.
364;Лымарев В.И.
395;Кунновский Г.Н.
45;Переслегин С.
1933;Бернстайн У.Дж.
643;Пудник Ф.П.
962;Жорж Сименон
1202;Безыменнский Л.
1631;Паль Р.В.
1457;Бакши К.И.
249;Левицкий А.
1083;Кожевников В.М.
1846;Атаманенко И.Г.
325;Займовский С.Г.
1189;Воронин Н.Н.
1837;Прокопенко И.С.
512;Бондарева О.Б.
1442;Рабцевич В.В.
560;Кукридж Э.
1897;Баженова А.И.
490;Гуревич А.Я.
1270;Хиттмен Р.Л.
1250;Махмудов Т.
1199;Копанев А.И.
1426;Тэрнер В.
238;Сетон-Томпсон Э.
100;Ахметов С.Ф.
657;Мейсак Н.А.
225;Кервуд Дж.О.
901;Зазубрин В.Я.
678;Сидоров В.А.
1437;Елагин И.Н.
464;Василенко В.М.
1976;Серяков М.Л.
607;Трофимова Н.Н.
1086;Хаметов М.И.
246;Федосеев Г.А.
1041;Штернфельд А.А.
321;Бобров Л.В.
420;Собанский Г.Г.
514;Малай С.А.
174;Никитин В.А.
117;Малов В.И.
1871;Ши Най-ань
30;Карпов А.А.
1865;Угрешич Д.
812;Корнилович К.В.
1168;Бела Фогараши.
1732;Панарин А.С.
1970;Дегтярев В.Н.
86;Сойер Р.Д.
1752;Чуйков А.Н.
1209;Коллектив авторов
245;Крапивин В.П.
507;Зарецкий Н.Н.
1616;Свердлов Ф.Д.
164;Светлова Р.
994;Бреховских Л.М.
435;Сладков Н.И.
98;Ларионов В.Е.
680;Ананьев А.А.
1913;Бехтерева Н.П.
80;Данн Ч.
1898;Шебаршин Л.В.
1811;Волков С.
1736;Симбирцев И.
727;Злотников Р.В.
191;Гогун А.
244;Ролинг Дж.Г.
714;Артур Конан Дойль
299;Тарасов Б.Ю.
1620;Рамзес В.Б.
1741;Тарас А.Е.
1613;Сребродольский Б.И.
1478;Дьяков Л.А.
415;Спандарьян В.Б.
597;Готье Т.
226;Обручев В.А.
1000;Горский Н.Н.
1023;Бомбар А.
1589;Ростунов И.И.
1674;Тюленев И.В.
355;СМаслин М.А.
228;Смолка Карл.
1482;Ханс Баггер.
103;Головин Н.Н.
1987;Константинов А.Д.
288;Прозоров Л.
424;Ливеровский А.
1118;Исаков И.И.
544;Чернопруд С.В.
757;Савельев И.В.
1937;Ретцель Б.
1775;Штейнер Е.С.
1629;Шамаро А.А.
1547;Бакланов Г.Я.
1780;Егорин А.З.
1724;Ильинский М.М.
97;Велецкая Н.Н.
983;Сартаков С.
647;Бунич И.Л.
1345;Журнал
1266;Кропоткин П.А.
446;Титова Г.Т.
460;Рябицев В.К.
1744;Степаков В.
1778;Ковальчук Ю.С.
1869;Люттвак Э.Н.
1279;Донков И.П.
1044;Короленко В.Г.
648;Житков Б.
1889;Гаврилова А.С.
1781;Кожинов В.
1226;Пипия Г.В.
2020;Левицкий В.А.
895;Буганов В.И.
1656;Некрасов Б.В.
1786;Брусникин А.
1255;Исикава К.
977;Полевой Б.
273;Бианки В.В.
308;Алексеев М.Н.
92;Звягин Ю.Ю.
1998;Лазарев Е.С.
1693;Берндорф Г.Р.
56;Петриков Л.В.
210;Клавелл Дж.
47;Ловмяньский Х.
685;Ярославцев Е.И.
766;Нарочницкая Н.А.
682;Фатьянов В.И.
290;Волков В.А.
695;Ефремов И.А.
1852;Губерман И.М.
1847;Сергеев Е.Ю.
1578;Заборов М.А.
1709;Истархов В.А.
783;Дубинский И.В.
1924;Катасонов В.Ю.
2007;Кравков В.П.
1772;Тимофеев А.Ю.
1768;Поляков В.Е.
1232;Дьяконов В.П.
619;Грайфер Д.М.
526;Тропина Л.П.
949;Смит Р.Л.
1622;Кирпичников А.И.
1908;Романов Б.
1543;Бибби Дж.
2059;Окамото Ю.
407;Янушкевич А.И.
1870;Бешанов В.В.
1993;Кожурлин К.Я.
1483;Резун Д.Я.
1042;Нилин П.Ф.
1258;Калашников С.Г.
417;Старшинов Н.К.
1774;Ливеровский А.А.
664;Гатилов Г.В.
17;Анин Б.Ю.
1766;Дюков А.Р.
392;Стин И., Фирсов А.
162;Клэйвел Дж.
1930;Штеменко С.М.
1965;Фурсов А.И.
371;Кузьмин А.Г.
857;Гленвилл Э.
336;Логвин Г.Н.
351;Сарианиди В.И.
157;Кищенко Б.И.
6;Уфимцев В.
1862;Головнин В.М.
609;Лавров И.
237;Чернов Ю.В.
606;Шкаруба Л.М.
190;Афанасенко И.Д.
843;Фосетт П.Г.
1531;Адольер Т.А.
1989;Бокова В.М.
2015;Кирмель Н.С.
52;Болтунов М.
837;Варшавский А.С.
800;Гребенников В.С.
414;Иванов-Аллилуев С.К.
258;Перумов Н.Д.
201;Лыкошин Н.С.
481;Григорьев В.Н.
1318;Парфенов Г.С.
1582;Ломакина И.И.
2042;Кларк С.
1051;Исаковский М.
893;Замятин Е.И.
1379;Лукоянов П.И.
616;Леонов И.М.
2072;Манвелов Н.В.
120;Comp. Dubrovin
819;Пристли Р.
755;Смирнов В.И.
267;Свифт Дж.
1690;Домненко А.Ф.
787;Пантелеев Ю.А.
581;Елена Флорева
156;Кутузов Б.П.
1428;Владимиров Л.С.
405;Брэм А.Э.
1132;Плугин В.А.
1013;Борисенко И.Г.
1504;Соловьев М.А.
809;Каневский З.М.
1032;Друнина Ю.
585;Ермакова Н.Н.
1524;Анатас Божков
744;Толкиен Дж.Р.
595;Янош Вег
916;Павлинов П.Я.
1251;Сергеев В.С.
1174;Михаль С.
1985;Бокова В. М.
1140;Килиевич С.Р.
334;Отрошко А.
112;Миронова Т.Л.
53;Берегова О.
519;Коптев В.С.
1723;Елизаров А.
1404;Мальчевская Т.Н.
379;Бондалетов В.Д.
500;Костенков П.П.
1024;Пачулиа В.П.
1331;Мозгов Н.Е.
328;Sieghard Liebe
1687;Макиенко Н.И.
722;Саймон Тофилд
337;Сакович А.Г.
1030;Козин В.В.
1074;Руденко С.И.
66;Гвоздев С.А.
1261;Редько А.В.
454;Питенев И.В.
710;Каку М.
1748;фон Зенгер Х.
2076;Просветов И.В.
1139;Ямщиков С.
776;Киршнер Л.А.
253;Янковский Д.В.
1464;Смирнов И.А.
1294;Розеншильд К.
942;Шинкарев Л.И.
13;Бассетт Р.
491;Шепелев А.М.
1264;Вигилев А.И.
1341;Беккер Г.
1124;де Ита Хинес.Перес.
1759;Филиппов В.В.
1062;Ремарк Э-М.
991;Успенский Э.
568;Волошин М.А.
451;Угринович Д.М.
366;Худяков Ю.С.
1422;Филичева Н.И.
1066;Кронин А.
838;Лажечников И.И.
1170;Тименский П.И.
1230;Соколова В.К.
645;Маклин О.
760;Крешков А.П.
1784;Потапов П.П.
1806;Ван Тиен Зунг
75;Рыбакова Н.
494;Донцов А.И.
1879;Задорнов М.Н.
1833;Курбанов С.У.
940;Орлов Б.П.
1840;Юй Хуа
736;Хескет-Притчард Х.
1929;Фрай М.
1073;Крылов Н.И.
923;Чемонин А.К.
1765;Саррацин Т.
1300;Батов П.И.
1721;Молодин В.И.
1726;Рут Ф.
76;Janos Vegh
79;Шамбаров В.Е.
329;Крадин Н.П.
1718;Сергеев В.Н.
487;Григорьев М.А.
1517;Верзилин Н.
367;Громковская Л.Л.
871;Станюкович К.В.
1716;Ланьков А.Н.
1951;Китайгородский А.И.
1983;Кучер В.Н.
737;Павлов В.
1554;Радзиевский А.И.
202;Покровский Г.И.
1808;Левкиевская Е.Е.
1094;Горбатов А.В.
107;Немировский А.И.
2024;Шигапов А.С.
1429;Жегалова С.К.
1277;Дыко Л.П.
1949;Мурасаки Сикибу
505;Гробов О.Ф.
431;Формозов А.Н.
637;Итс Р.Ф.
1033;Виноградов С.Ф.
1643;Федоров М.В.
653;Евтушенко А.Н.
171;Иванченко В.А.
613;Наместников А.Ф.
306;Белов А.
2046;Алексеев С.В.
605;Лапина Е.Н.
917;Слонимский М.Л.
881;Пророкова С.
1520;Исаев А.И.
1447;Воронова О.П.
1047;Дрюон М.
236;Колмен М.
1460;Колесницкий Н.Ф.
1710;Гинзбург М.Г.
784;Шарипов А.
2040;Аджи М.
966;Дитмар А.Б.
1921;Гордин Я.А.
1090;Михайловский Н.Г.
558;Дежкин В.В.
541;Боярский В.И.
278;Галкина С.Т.
1700;Кузнецова В.И.
1590;Паджев М.Г.
666;Фарков А.В.
489;Уэйд Дж.
1815;Пуликовский К.
1999;Радкау Й.
1085;Пеэгель Ю.М.
817;Бондаренко Ю.Я.
1935;Сабручев М.
968;Эйдельман Д.Я.
1100;Чаковский А.
310;Оллерберг Й.
953;Щербаков Н.Н.
470;Панов Г.М.
232;Джейкс Б.
50;Гумилев Л.Н.
2019;Адамович Г.Э.
109;Александер Л.
257;Акунин Б.
1670;Дмитриевский А.А.
1070;Бродский Е.А.
718;Лермонтов М.Ю.
549;Кожушко Е.П.
1104;Кожевников М.Н.
1211;Немировский Е.Л.
1733;Немировский А.И.
1239;Нерознак В.П.
1658;Гетман А.Л.
1857;Батюшин Н.С.
1630;Полякова Е.Ю.
1292;Златкин И.Я.
1770;Тобольский А.
531;Сенявская Е.С.
1402;Дорожкина В.П.
1966;Адоньева С.Б.
147;Фойц С.
745;Толкиен Дж.Р.
950;Кудрявцев С.
1343;Яновская Л.А.
1008;Молис С.А.
1648;Еремин Е.Н.
465;Тавлинова Г.К.
1594;Маклахлан Д.
758;Эшворт М.Р.Ф.
1941;Иванов А.В.
627;Гинзбург С.З.
2005;Рудницкий А.Ю.
1425;Подгородников И.С.
198;Карпец В.И.
482;Герберштейн С.
1623;Гудзий Н.К.
192;Фоломкин А.Г.
563;Клаузевиц К.
1079;Катуков М.Е.
1668;Панталеоне М.
143;Таммасааре А.Х.
399;Конрад Н.И.
674;Семенова М.
102;Черкашин Н.А.
1701;Дайчман И.
1665;Оггер Г.
594;Овчинникова Е.С.
639;Мурзаев Э.М.
7;Федоров Б.С.
1480;Дунаев М.М.
1638;Колоколов Б.Б.
570;Мачеварианов П.М.
948;Москаленко Б.К.
539;Никонов Н.Г.
14;Солоневич И.Л.
1453;Косарева А.В.
2061;Павличенко Л.М.
268;Науменко Г.
145;Ларри Я.Л.
997;Шигер А.Г.
32;Ермакова Н.И.
281;Даллес А.
515;Цебро В.П.
1819;Соловьев А.
1584;Шишкин И.Б.
1403;Стеблин-Каменский М.И.
413;Алликвеэ К.А.
1129;Янош Эрдери.
1800;Удовицкий А.С.
141;Рябинин Б.С.
1499;Писин К.Г.
1682;Лебедева А.Т.
1162;Смирнова Э.С.
384;Плетнева С.А.
1177;Свенцицкая И.С.
1109;Шумилов Н.Д.
1458;Кравчук А.
1510;Пинегин Н.В.
2058;Броневский В.Б.
683;Гольдман В.Б.
1691;Ван Гулик Р.
149;Коньяков В.
1365;Космодемьянский А.А.
2006;Алферов Ж.И.
1899;Малявин М.
1637;Алексеев Л.В.
1257;Кочкуркина С.И.
741;Бим И.Л.
1611;Райцесс В.И.
915;Жуков Г.К.
795;Шмыгановский В.Н.
869;Васильев В.Е.
1574;Додд У.Э.
1564;Зайончковский П.А.
811;Мелвилл Г.
1961;Бурышкин П.А.
422;Рессинг Р.
1136;Lothar Ritter
1401;Волькенштейн В.С.
1406;Артамонов А.А.
397;Бострем Л.
177;Кук Э.
1430;Каплан А.Б.
1580;Глухов А.Г.
1059;Масленников Б.Г.
388;Померанцева Н.А.
323;Литвинов П.П.
439;Пренгель Л.
457;Мацюцкий С.П.
1418;Жеребцов И.П.
148;Федоскина Н.С.
1126;Снорри Стурлусон
1657;Акатов В.А.
468;Карев Н.Ф.
931;Карпов Г.В.
900;Цингер Я.А.
779;Гончаров И.А.
121;Екатерина Дашкова
1787;Хольмстон-Смысловский Б.А.
509;Суворин А.В.
274;Волков А.
1603;Толстой Л.Н.
753;Милковская Л.Б.
1880;Кулишер И.М.
1088;Корнюшин Л.Г.
1679;Васил Йончев
1851;Федотов Е.
780;Бальзак О.
1650;Гартунг Л.А.
859;Муравьева Н.И.
1926;Латса А.
814;Хантер Д.
599;Анна Эрши
1963;Колесников Ю.
398;Сиповский В.Д.
850;Эммануэль Март
1593;Чичуров И.С.
725;Гранже Ж-К.
668;Мураховский В.И.
1363;Сканави М.И.
1642;Зимин В.Б.
759;Фьюзон Р.
215;Сейфер Марк.
1890;Прасол А.
78;Сыромятников Б.А.
973;Куликовский П.Г.
810;Кун Н.А.
2034;Горохов В.А.
345;Шаскольский И.П.
335;Robiller Franz
873;Муравьева И.И.
1323;Герцен А.И.
877;Жданов В.В.
204;Гагман Н.А.
1432;Матюшин А.Н.
2032;Пейн-Голлуэй Р.
1522;Ибрагимбейли Х.М.
1551;Матвеев В.М.
2043;Хэдфилд К.
1883;Чингисхан
1299;Черняк Е.Б.
1997;Ситников Ю.
130;Ян В.
2048;Наумов М.И.
765;Яхонтов Ю.А.
186;Сингх С.
1077;Хлебников Н.М.
913;Светоний Г.Т.
88;Кузьмина О.В.
654;Твардовский А.Т.
400;Мальчевский А.С.
1740;Потапов П.П.
1219;Огнев С.И.
562;Вольф М.
882;Сент-Экзюпери А.
652;Тан-Богораз В.Г.
240;Маркуша А.
1412;Баландин С.Н.
1558;Василевич И.В.
834;Уо Ж.
2078;Киреев Ю.К.
1514;Карпунин Г.Ф.
1217;Глушанков И.В.
1383;Чебурашкин Н.Д.
1128;Борисова Е.А.
83;Долгов В.В.
1688;Ломоносов М.В.
1557;Галицкий И.П.
1149;Чулууны Далай.
131;Твен М.
139;Згут М.А.
1151;Любимов Л.Д.
501;Папачев А.Ю.
1438;Пажетнов В.С.
184;Сухотина-Толстая Т.Л.
1505;Рябов В.В.
1148;Лабынцева Ю.А.
1563;Голиков Д.Л.
211;Иванов А.
1434;Лукач Й.
406;Штейнбах М.В.
1689;Скакунов Г.В.
1592;Кошелев А.С.
1231;Тавровский Ю.В.
1647;Тютчев Ф.Ф.
655;Уусивирта Хилкка
67;Баландин Р.К.
260;Успенский Э.Н.
176;Кудрявцев Н.А.
1372;Алферова Г.В.
1887;Ваупшасов С.А.
1681;Безуглова О.С.
906;Гринкевич В.И.
1190;Slava Stoche
1141;Лазарев В.Н.
1697;Науменко В.Г.
688;Барсуков Н.И.
1919;Левенсон Т.
1842;Гамильтон Ян.
251;Лукьяненко С.В.
122;Скрынников Р.Г.
1864;Бердинских В.
1366;Никитин Е.М.
1633;Алянский Ю.Л.
1110;Симонов К.
2050;Кречмар М.А.
138;Бородин А.
1521;Брагин Е.А.
1197;Кучкин В.А.
2055;Мовсесян Л.И.
150;Пратчетт Т.
452;Стрижев А.Н.
169;Можейко И.В.
1875;Куркин Б.А.
1103;Дмитриев В.И.
282;Пауль Леверкюн
2010;Полуботко В.
642;Рузанкина Т.В.
1477;Аникин В.П.
1789;Кваша Г.С.
521;Керченко М.С.
1203;Чекалов А.К.
1745;Беккер Каюс.
437;Баскин Л.М.
1087;Еремеев Л.М.
362;Раушенбах Б.В.
1302;Никольский Н.М.
520;Сластэнский И.В.
1055;Погребинский М.Б.
947;Шанько Б.Д.
566;Ронин Р.
1037;Рябов П.П.
1329;Кедров Б.М.
428;Кучеренко С.П.
1488;Петров И.М., Тойво Вяхя
808;Лондон Д.
1185;Цыбиков Г.Ц.
1793;Петрова М.И.
1503;Шпажников Г.А.
846;Мартинсон Г.Г.
187;Мак-Клейн Дж.Л.
933;Новиков-Прибой А.С.
99;Комосса Г-Х.
1839;Гойченко Д.Д.
448;Онегов А.
995;Даррелл Дж.
956;Станюкович К.М.
330;Ополовников А.В.
868;Мельников Р.М.
1702;Абрамов В.
1153;Лесненко В.К.
1667;Штемлер И.П.
1533;Сафронов М.А.
1859;Тюрин А.
136;Петрушеня З.П.
883;Хемингуэй Э.
965;Селегей П.Е.
1507;Колоярцев М.В.
1061;Ремарк Э-М.
731;Юзефович Л.
1027;Захаров М.В.
1018;Маковецкий П.В.
106;Шокарев Ю.В.
361;Роуан Р.У.
1767;Ламерс Й.П.
1579;Гусев О.К.
101;Зоммер К.
433;Гусев В.Г.
180;Matveyev N.K.
1513;Петров В.В.
461;Голованова Э.Н.
1080;Кузнецов Н.Г.
2067;Лагеркранц Д.
701;Хайфилд Р.
584;Шангина И.И.
875;ван Схендел А.
2068;Черкасов П.
118;Бочек А.П.
1454;Лэйн Э.У.
