Id;Name
1978;Карцев А.И.
1413;Крупин В.
772;Морита А.
2008;Окакура К.
1610;Ларичев В.Е.
2079;Гладкий Н.П.
1779;Жирохов М.А.
1669;Лосев А.Ф.
1354;Гудериан Г.
483;Митчел Э.
383;Михеев А.В.
625;Сартаков С.В.
1722;Распутин В.Г.
1598;Костин П.В.
243;Ролинг Дж.Г.
443;Руковский Н.Н.
449;Гордеев Ю.И.
726;Флеминг Й.
510;Николаенко В.П.
610;Достоевский Ф.М.
1035;Галлай М.Л.
1974;Базанов П.Н.
958;Курти О.
506;Кашковский В.Г.
1337;Гаммет Л.
472;К.Р.
1414;Семенов В.Ф.
1362;Масленицын С.И.
598;Менделеев Д.И.
1223;Оксенгендлер Г.И.
1022;Балбышев И.Н.
993;Киплинг Р.
1173;Ивантер Э.В.
1234;Воробьев К.А.
621;Небольсина З.Д.
1065;Кочин Н.И.
1235;Елина Г.А.
426;Журба Ю.И.
1198;Муравьева Л.Л.
38;Епископ Егорьевский Марк
458;Задворская Т.Д.
264;Линдгрен А.
612;Лагутина Л.А.
849;Коммонер Б.
1817;Вдовин А.И.
297;Сюткус Б.
910;Булгаков М.А.
2012;Кабакова Г.И.
2011;Строева А.
885;Канивец В.В.
10;Ардашев А.Н.
96;Грейгъ О.
1660;Тимохович И.В.
2003;Данилевский И.Н.
1746;Красиков В.А.
1570;Пригожин А.И.
823;Ветров Г.С.
1188;Сычева Н.С.
1996;Соловьев В.Р.
1512;Лихтциндер М.А.
285;Шигин В.В.
707;Кузнецова А.А.
732;Федосюк Ю.А.
277;Ханова О.С.
359;Каргалов В.В.
203;Трачун А.И.
155;Дикий А.
681;Бурдун Г.Д.
1548;Кищинский А.А.
224;Пейвер М.
31;Рязанкин А.И.
1877;Панченко А.М.
271;Шамов В.В.
1330;Дзержинский Ф.Э.
1801;Александров С.В.
938;Кублицкий Г.
1931;Пропп В.Я.
263;Андерсен Г-Х.
1795;Шульц Д.Б.
1082;Говард М.
209;Казаков Ю.П.
852;Гансовский С.Ф.
1500;Шукуров Э.Д.
1360;Пуришев И.Б.
1925;Анцелиович Л.Л.
1706;Горбунов Е.А.
676;Маршак М.С.
1796;Жмакин М.С.
734;Венков А.В.
542;Пыхалов И.В.
1423;Розен Е.В.
706;Мамин-Сибиряк Д.Н.
659;Шпинар З.В.
43;Рунов В.А.
926;Радищев А.
1828;Гелен Р.
1471;Эвлия Челеби.
1830;Савельев А.
1663;Пересыпкин И.Т.
723;Песков В.М.
748;Двайт Г.Б.
1351;Кудрявцев Е.И.
2071;Шестера Ю.Ф.
1809;Иванов Ю.Г.
1964;Грэхэм Л.
20;Юрченко А.Г.
1155;Зотова И.А.
1138;Тельтевский П.А.
697;Дефо Д.
356;Попов А.П.
167;Шумов С.А.
1776;Гродненский Н.Н.
1439;Онегов А.С.
21;Кузнецов И.Н.
972;Робертс Ч.
1440;Кириков С.В.
773;Кизима Г.А.
847;Руставели Ш.
252;Глушков Р.
1123;Ямщиков С.
658;Левин А.Ш.
1386;Курош А.Г.
255;Глушков Р.А.
1356;Никитин В.П.
127;Биболетова М.З., и др.
1599;Черняк Е.В.
650;Беляев И.П.
806;Цвейг С.
1586;Стерликов А.Е.
158;Кузнецов А.В.
825;Нехамкин И.
283;Сулимирский Т.
982;Майн Рид.
1753;Павлищева Н.П.
363;Кирпичников А.Н.
794;Борщаковский А.М.
1280;Брусилов А.А.
2037;Додонов И.Ю.
522;Раевский Д.С.
898;Галатенко А.Ф.
1322;Янелис В.П.
216;Самин Д.К.
1850;Иванов А.
1751;Лоза А.В.
1016;Жуков Ю.А.
1479;Соколов Э.Т.
132;Целлариус А.Ю.
1763;Рогозин Д.О.
486;Казаринов О.И.
1678;Щербаковы братья.
2026;Кассе Э.
1446;Сметанин Е.Н.
55;Корж В.Н.
214;Калугин А.А.
1923;Островский А.
1385;Алмазова Л.А.
1818;Габриэль Ричард.А.
133;Вакса О.
1608;Игнатьев О.К.
332;Jaroslav Holecek
1730;Анисов Л.М.
943;Хрящев Ю.К.
1967;Адоньева С.
775;Гумилев Н.С.
807;Бьерре Й.
876;Бондарев Ю.В.
1619;Соди Д.
909;Пикуль В.С.
331;Николаева Н.С.
1179;Балухатый С.
1644;Гончаров И.В.
781;Шакурин А.И.
1528;Шейнис З.С.
1359;Болдин В.И.
235;Щетников А.И.
1576;Волгин А.Г.
378;Бурдейный М.А.
1536;Михно Е.П.
1001;Гарди Т.
90;Ионина Н.А.
662;Хорхе Луински, Мэйотт Магнус.
1240;Заварихин С.П.
1902;Лазарев М.П.
200;Мельчуков А.Е.
749;Гладков К.А.
1896;Белов В.И.
1182;Гуревич Ф.Д.
935;Бронте Ш.
404;Уланов В.А.
1799;Шапошников Б.М.
937;Шулейкин В.В.
1108;Головко А.Г.
179;Ямщиков С.В.
1159;Кузнецов В.С.
1112;Кусков В.П.
475;Лоренц К.
872;Коллинз У.
1904;Агеева Р.А.
1046;Федин К.
1084;Покрышкин А.И.
1814;Алешкин П.Ф.
1081;Фабр Жан-Анри.
159;Цветов В.Я.
870;Колесников М.С.
305;Драгункин А.
447;Чиков П.С.
442;Корытин С.А.
1822;Владимиров К.
1225;Гордиенко Н.С.
456;Лихачев Д.С.
1717;Постников А.В.
309;Жельвис В.
1918;Соколов В.
23;Фраттини Э.
347;Пальчевский Б.В.
1979;Музафаров А.А.
702;Колберт Д.
1990;Беловинский Л.В.
793;Чекуров М.В.
1797;Швейцер П.
646;Заянчковский И.Ф.
1950;Эккель Б.
1467;Михаил Пселл
256;Орехов В.
719;Грибоедов А.С.
1078;Щедрин Г.И.
1856;Pratchett T.
391;Гонт Л.
978;Жаколио Л.
188;Манягин В.Г.
1169;Фомин Б.В.
671;Безбородова О.Г.
1834;Чудинов В.А.
693;Головков А.Э.
91;Гольцев В.А.
173;Муравьева О.С.
1823;Криков В.В.
980;Раппопорт А.Г.
1719;Кожурин К.
1102;Сандалов Л.М.
1810;Чертилов А.
1855;Тофилд Саймон.
863;Свирский А.И.
185;Еремин Г.В.
1377;Мещерский И.В.
1624;Гай Салюстий Крисп
1671;Хомченко Г.П.
1229;Белинский В.Г.
